,Title,English,Type,Episodes,Status,Start_Aired,Studios,Source,Genres,Themes,Demographics,Duration_Minutes,Rating,Score,Scored_Users
1228,Metal Fighter Miku,Metal Fighter Miku,TV,13.0,Finished Airing,1994,J.C.Staff,Original,Comedy,Combat Sports,Shounen,25.0,PG-13 - Teens 13 or older,6.231,1069.0
1229,Midnight Eye: Gokuu II,Goku II Midnight Eye,OVA,1.0,Finished Airing,1989,Madhouse,Manga,Action,Super Power,Seinen,53.0,R+ - Mild Nudity,6.231,2878.0
1230,Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,Dr. Slump and Arale-chan Hello! Wonder Island,Movie,1.0,Finished Airing,1981,Toei Animation,Manga,Comedy,Gag Humor,Shounen,25.0,PG-13 - Teens 13 or older,6.231,843.0
1231,Gokujou!! Mecha Mote Iinchou Second Collection,The Best!! Extremely Cool Student Council President Second Collection,TV,51.0,Finished Airing,2010,Shogakukan Music & Digital Entertainment,Manga,Comedy,School,Shoujo,24.0,PG - Children,6.231,712.0
1232,I'll/CKBC,I'll/CKBC,OVA,2.0,Finished Airing,2002,M.S.C,Manga,Action,School,Shounen,30.0,PG-13 - Teens 13 or older,6.231,2025.0
1233,Infini-T Force Movie: Gatchaman - Saraba Tomo yo,"Infini-T Force Farewell, Friend",Movie,1.0,Finished Airing,2018,Tatsunoko Production,Manga,Action,Super Power,Seinen,90.0,None,6.231,283.0
1234,009-1,009-1,TV,12.0,Finished Airing,2006,Ishimori Entertainment,Manga,Action,Mecha,Seinen,25.0,R - 17+ (violence & profanity),6.221,6653.0
1235,Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu,Yo-kai Watch Jam Yo-kai Academy Y,TV,63.0,Finished Airing,2019,OLM,Game,Comedy,Mythology,Kids,24.0,PG - Children,6.211,280.0
1236,Bakugan Battle Brawlers: Mechtanium Surge,Bakugan Mechtanium Surge,ONA,46.0,Finished Airing,2018,TMS Entertainment,Original,Action,Strategy Game,Shounen,24.0,G - All Ages,6.211,24928.0
1237,Koukaku Kidoutai: Ghost Chaser,Ghost in the Shell Ghost Chaser,Movie,1.0,Finished Airing,2018,Production I.G,Manga,Action,Detective,Seinen,8.0,PG-13 - Teens 13 or older,6.211,262.0
1238,Chu-Bra!!,Chu-Bra,TV,12.0,Finished Airing,2010,Zexcs,Manga,Comedy,School,Seinen,24.0,PG-13 - Teens 13 or older,6.201,21581.0
1239,Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race,"Dr. Slump and Arale-chan Hoyoyo, Great Round-the-World Race",Movie,1.0,Finished Airing,1983,Toei Animation,Manga,Comedy,Gag Humor,Shounen,52.0,PG-13 - Teens 13 or older,6.201,445.0
1240,Tetsuwan Atom: Uchuu no Yuusha,Astro Boy The Brave in Space,Movie,1.0,Finished Airing,1964,Mushi Production,Original,Action,Mecha,Shounen,87.0,G - All Ages,6.201,441.0
1241,Manyuu Hikenchou,Magic Breast Secret Sword Scroll,TV,12.0,Finished Airing,2011,Hoods Entertainment,Manga,Action,Historical,Seinen,24.0,R+ - Mild Nudity,6.191,23538.0
1242,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,Ebiten,ONA,10.0,Finished Airing,2012,AIC Classic,Manga,Comedy,Parody,Shounen,24.0,R+ - Mild Nudity,6.181,8511.0
1243,Teekyuu 5 Specials,Teekyu 5 Specials,Special,2.0,Finished Airing,2015,Millepensee,Manga,Comedy,School,Shounen,2.0,PG-13 - Teens 13 or older,6.161,1792.0
1244,Uchuu no Kishi Tekkaman,Tekkaman,TV,26.0,Finished Airing,1975,Tatsunoko Production,Original,Action,Mecha,Shounen,25.0,G - All Ages,6.161,781.0
1245,Uchuu no Senshi,Starship Troopers,OVA,6.0,Finished Airing,1988,Sunrise,Book,Sci-Fi,Mecha,Shounen,25.0,R - 17+ (violence & profanity),6.161,2019.0
1246,Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,Dr. Slump and Arale-chan N-cha! Clear Skies Over Penguin Village,Movie,1.0,Finished Airing,1993,Toei Animation,Manga,Comedy,Gag Humor,Shounen,42.0,PG-13 - Teens 13 or older,6.161,391.0
1247,Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,Dr. Slump and Arale-chan N-cha!! Excited Heart of Summer Vacation,Movie,1.0,Finished Airing,1994,Toei Animation,Manga,Comedy,Gag Humor,Shounen,20.0,PG-13 - Teens 13 or older,6.161,386.0
1248,Getter Robo Go,Getter Robo Go,TV,50.0,Finished Airing,1991,Toei Animation,Manga,Action,Mecha,Shounen,24.0,PG-13 - Teens 13 or older,6.161,503.0
1249,Ganbare! Kickers: Bokutachi no Densetsu,Fight! Kickers,OVA,1.0,Finished Airing,1987,Pierrot,Manga,Comedy,Team Sports,Kids,87.0,G - All Ages,6.151,232.0
1250,Makai Toshi Shinjuku,Demon City Shinjuku,OVA,1.0,Finished Airing,1988,Madhouse,Novel,Adventure,Gore,Shounen,79.0,R - 17+ (violence & profanity),6.151,8863.0
1251,Yu☆Gi☆Oh!: Sevens,Yu-Gi-Oh! Sevens,TV,92.0,Finished Airing,2020,Bridge,Card game,Action,Strategy Game,Shounen,24.0,PG-13 - Teens 13 or older,6.151,3509.0
1252,Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,Dr. Slump and Arale-chan N-cha! From Penguin Village with Love,Movie,1.0,Finished Airing,1993,Toei Animation,Manga,Comedy,Gag Humor,Shounen,31.0,PG-13 - Teens 13 or older,6.141,431.0
1253,Kenzen Robo Daimidaler,Daimidaler Prince vs. Penguin Empire,TV,12.0,Finished Airing,2014,TNK,Manga,Action,Mecha,Seinen,24.0,R+ - Mild Nudity,6.131,24471.0
1254,Baoh Raihousha,Baoh the Visitor,OVA,1.0,Finished Airing,1989,Pierrot,Manga,Action,Gore,Shounen,46.0,R - 17+ (violence & profanity),6.121,8361.0
1255,Itsuka Tenma no Kuro Usagi Picture Drama,A Dark Rabbit has Seven Lives Picture Drama,Special,6.0,Finished Airing,2011,Zexcs,Light novel,Comedy,Vampire,Shounen,11.0,R+ - Mild Nudity,6.121,1870.0
1256,Tiger Mask Fuku Men League Sen,Tiger Mask War against the League of Masked Wrestlers,Movie,1.0,Finished Airing,1970,Toei Animation,Manga,Sports,Combat Sports,Shounen,53.0,PG-13 - Teens 13 or older,6.111,232.0
1257,Wakusei Robo Danguard Ace,Dangard Ace,TV,56.0,Finished Airing,1977,Toei Animation,Original,Sci-Fi,Mecha,Shounen,25.0,PG-13 - Teens 13 or older,6.111,378.0
1258,ēlDLIVE,elDLIVE,TV,12.0,Finished Airing,2017,Pierrot,Manga,Action,Detective,Shounen,24.0,PG-13 - Teens 13 or older,6.111,17761.0
1259,Bonjour♪Koiaji Pâtisserie,Bonjour♪Sweet Love Patisserie,ONA,24.0,Finished Airing,2014,"SILVER LINK., Connect",Game,Gourmet,Reverse Harem,Shoujo,5.0,PG-13 - Teens 13 or older,6.101,26515.0
1260,Gunjou no Magmell,Ultramarine Magmell,TV,13.0,Finished Airing,2019,Pierrot Plus,Manga,Action,Super Power,Shounen,24.0,PG-13 - Teens 13 or older,6.101,66017.0
1261,Platinum End,Platinum End,TV,24.0,Finished Airing,2021,Signal.MD,Manga,Drama,Psychological,Shounen,24.0,R - 17+ (violence & profanity),6.101,109234.0
1262,Anime Oyako Gekijou,Superbook,TV,26.0,Finished Airing,1981,Tatsunoko Production,Original,Adventure,Historical,Kids,24.0,G - All Ages,6.091,939.0
1263,Sayonara Watashi no Cramer,"Farewell, My Dear Cramer",TV,13.0,Finished Airing,2021,LIDENFILMS,Manga,Drama,Team Sports,Shounen,23.0,PG-13 - Teens 13 or older,6.081,14277.0
1264,Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,"Dr. Slump and Arale-chan Hoyoyo! City of Dreams, Mechapolis",Movie,1.0,Finished Airing,1985,Toei Animation,Manga,Comedy,Gag Humor,Shounen,38.0,PG-13 - Teens 13 or older,6.071,413.0
1265,Aquarian Age: Sign for Evolution,Aquarian Age Sign for Evolution,TV,13.0,Finished Airing,2002,Madhouse,Card game,Action,Music,Shounen,24.0,PG-13 - Teens 13 or older,6.061,4359.0
1266,Abarenbou Rikishi!! Matsutarou,Rowdy Sumo Wrestler Matsutaro!!,TV,23.0,Finished Airing,2014,Toei Animation,Manga,Sports,Combat Sports,Seinen,22.0,PG-13 - Teens 13 or older,6.051,3914.0
1267,Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,Dr. Slump and Arale-chan Hoyoyo!! Follow the Rescued Shark...,Movie,1.0,Finished Airing,1994,Toei Animation,Manga,Comedy,Gag Humor,Shounen,25.0,PG-13 - Teens 13 or older,6.051,380.0
1268,Ane Log: Moyako Neesan no Tomaranai Monologue,Ane Log Big Sister Moyako's Never-ending Monologue,OVA,3.0,Finished Airing,2014,Brain's Base,Manga,Comedy,School,Shounen,23.0,PG-13 - Teens 13 or older,6.041,14470.0
1269,Bakumatsu Rock,Samurai Jam -Bakumatsu Rock-,TV,12.0,Finished Airing,2014,Studio Deen,Game,Action,Historical,Shoujo,23.0,PG-13 - Teens 13 or older,6.031,10619.0
1270,JoJo no Kimyou na Bouken: Phantom Blood Pilot,JoJo's Bizarre Adventure Phantom Blood Pilot,Special,1.0,Finished Airing,2004,APPP,Manga,Action,Vampire,Shounen,2.0,R - 17+ (violence & profanity),6.031,207.0
1271,Masou Kishin Cybuster,Cybuster,TV,26.0,Finished Airing,1999,Production Reed,Original,Adventure,Mecha,Shounen,24.0,PG-13 - Teens 13 or older,6.031,917.0
1272,Play Ball,Play Ball,TV,13.0,Finished Airing,2005,Eiken,Manga,Action,Team Sports,Shounen,24.0,G - All Ages,6.031,180.0
1273,Yakumotatsu,Eight Clouds Rising,OVA,2.0,Finished Airing,1997,Pierrot,Manga,Adventure,Historical,Shoujo,29.0,PG-13 - Teens 13 or older,6.021,1386.0
1274,Dr. Slump Movie 10: Arale no Bikkuriman,Doctor Slump Arale's Surprise,Movie,1.0,Finished Airing,1999,Toei Animation,Manga,Comedy,Gag Humor,Shounen,50.0,PG-13 - Teens 13 or older,6.011,356.0
1275,Maze☆Bakunetsu Jikuu,Maze The Mega-Burst Space OVA,OVA,2.0,Finished Airing,1996,J.C.Staff,Manga,Adventure,Magical Sex Shift,Shounen,30.0,R+ - Mild Nudity,6.011,1206.0
1276,Mouryou Senki Madara,Madara,OVA,2.0,Finished Airing,1991,"Studio Fantasia, animate Film",Manga,Adventure,Mythology,Shounen,58.0,PG-13 - Teens 13 or older,6.011,713.0
1277,Personal Computer Travel Tanteidan,Superbook 2,TV,26.0,Finished Airing,1983,Tatsunoko Production,Original,Adventure,Historical,Kids,24.0,PG - Children,6.001,386.0
1278,Shuumatsu no Harem,World's End Harem,TV,11.0,Finished Airing,2021,"Studio Gokumi, AXsiZ",Manga,Sci-Fi,Harem,Shounen,24.0,R+ - Mild Nudity,6.001,74044.0
1279,Giant Robo Gaiden Ginrei,Giant Robo Ginrei Special,OVA,3.0,Finished Airing,1994,Phoenix Entertainment,Manga,Comedy,Mecha,Shounen,25.0,PG-13 - Teens 13 or older,6.001,1471.0
1280,Kakutou Ryouri Densetsu Bistro Recipe,Fighting Foodons,TV,26.0,Finished Airing,2001,Group TAC,Manga,Adventure,Strategy Game,Shounen,25.0,G - All Ages,6.001,1993.0
1281,Isuca,Isuca,TV,10.0,Finished Airing,2015,Arms,Manga,Action,School,Seinen,23.0,R+ - Mild Nudity,5.991,64407.0
1282,Maou Dante,Demon Lord Dante,TV,13.0,Finished Airing,2002,Magic Bus,Manga,Action,Mythology,Shounen,24.0,R - 17+ (violence & profanity),5.991,3461.0
1283,Piano (TV),Piano The Melody of a Young Girl's Heart,TV,10.0,Finished Airing,2002,OLM,Original,Drama,Music,Shoujo,24.0,G - All Ages,5.991,3059.0
1284,Riki-Oh: Toukatsu Jigoku,Riki-Oh The Wall of Hell,OVA,1.0,Finished Airing,1989,Magic Bus,Manga,Action,Martial Arts,Seinen,48.0,R - 17+ (violence & profanity),5.991,1566.0
1285,Brothers Conflict,Brothers Conflict,TV,12.0,Finished Airing,2013,Brain's Base,Novel,Romance,Reverse Harem,Shoujo,24.0,PG-13 - Teens 13 or older,5.981,93404.0
1286,Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu,Dr. Slump Hero Legend of Penguin Village,Special,1.0,Finished Airing,1982,Toei Animation,Manga,Comedy,Gag Humor,Shounen,46.0,PG-13 - Teens 13 or older,5.981,221.0
1287,Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,Dr. Slump Dr. Mashirito and Abale-chan,Movie,1.0,Finished Airing,2007,Toei Animation,Manga,Comedy,Gag Humor,Shounen,5.0,PG-13 - Teens 13 or older,5.971,454.0
1288,DD Hokuto no Ken 2 Ichigo Aji+,DD Fist of the North Star 2 Strawberry Flavor Plus,TV,12.0,Finished Airing,2015,Ajia-Do,Manga,Comedy,Parody,Seinen,23.0,PG-13 - Teens 13 or older,5.941,1178.0
1289,Holy Knight,Holy Knight,OVA,2.0,Finished Airing,2012,Lilix,Manga,Fantasy,School,Seinen,28.0,R+ - Mild Nudity,5.941,17960.0
1290,Heybot!,HEYBOT!,TV,50.0,Finished Airing,2016,Bandai Namco Pictures,Original,Comedy,Parody,Kids,23.0,PG - Children,5.921,597.0
1291,Mitsu x Mitsu Drops,Honey x Honey Drops,OVA,2.0,Finished Airing,2006,Radix,Manga,Drama,School,Shoujo,27.0,PG-13 - Teens 13 or older,5.921,12839.0
1292,5-fun de Wakaru! Kingdom: Gasshougun-hen,Coalition Army Arc in 5 Minutes | Kingdom Season 3,ONA,2.0,Finished Airing,2020,"Pierrot, Studio Signpost",Manga,Action,Historical,Seinen,5.0,PG-13 - Teens 13 or older,5.911,211.0
1293,Yoroiden Samurai Troopers Message,Ronin Warriors Message,OVA,5.0,Finished Airing,1991,Sunrise,Original,Adventure,Samurai,Shounen,26.0,PG-13 - Teens 13 or older,5.891,827.0
1294,Lupin III: Ikiteita Majutsushi,Lupin III Return of Pycal,OVA,1.0,Finished Airing,2002,TMS Entertainment,Manga,Action,Adult Cast,Seinen,50.0,R+ - Mild Nudity,5.881,2172.0
1295,Mujaki no Rakuen,Paradise of Innocence,OVA,3.0,Finished Airing,2014,Office No. 8,Manga,Comedy,School,Seinen,24.0,PG-13 - Teens 13 or older,5.881,9249.0
1296,Dream,Dream,ONA,1.0,Finished Airing,2020,Toei Animation,Original,Adventure,Music,Kids,6.0,G - All Ages,5.871,244.0
1297,Ishida to Asakura,Ishida & Asakura,TV,12.0,Finished Airing,2013,Hotline,Manga,Comedy,School,Seinen,2.0,PG-13 - Teens 13 or older,5.871,7944.0
1298,Akai Kiba: Blue Sonnet,Blue Sonnet,OVA,5.0,Finished Airing,1989,Tatsunoko Production,Manga,Action,Super Power,Shoujo,29.0,R+ - Mild Nudity,5.861,783.0
1299,"Umi no Yami, Tsuki no Kage","Darkness of the Sea, Shadow of the Moon",OVA,3.0,Finished Airing,1989,Visual 80,Manga,Drama,Super Power,Shoujo,30.0,R - 17+ (violence & profanity),5.851,449.0
1300,Ayane-chan High Kick!,Ayane's High Kick,OVA,2.0,Finished Airing,1997,Rikuentai,Original,Comedy,Combat Sports,Shounen,27.0,PG-13 - Teens 13 or older,5.841,2351.0
1301,Shin Ikkitousen,Shin Ikki Tousen,TV,3.0,Finished Airing,2022,Arms,Manga,Action,Martial Arts,Seinen,26.0,R+ - Mild Nudity,5.831,3692.0
1302,Alexander Senki Movie,Reign The Conqueror Movie,Movie,1.0,Finished Airing,2000,Madhouse,Novel,Action,Historical,Shounen,100.0,R - 17+ (violence & profanity),5.831,544.0
1303,Chouon Senshi Borgman: Madnight☆Gigs!,Sonic Soldier Borgman Madnight☆Gigs!,OVA,1.0,Finished Airing,1989,Production Reed,Other,Action,Music,Shounen,28.0,PG-13 - Teens 13 or older,5.811,146.0
1304,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,Dragon Ball Z Bio-Broly,Movie,1.0,Finished Airing,1994,Toei Animation,Manga,Action,Martial Arts,Shounen,50.0,PG-13 - Teens 13 or older,5.801,70727.0
1305,Dr. Slump: Arale-chan '92 Oshougatsu Special,Dr. Slump New Year Doesn't Come,Special,3.0,Finished Airing,1992,Toei Animation,Manga,Comedy,Gag Humor,Shounen,28.0,PG-13 - Teens 13 or older,5.791,172.0
1306,Shihaisha no Tasogare,Twilight Of The Dark Master,OVA,1.0,Finished Airing,1998,Madhouse,Manga,Action,Mythology,Shoujo,45.0,R+ - Mild Nudity,5.791,3691.0
1307,Shin Sakura Taisen the Animation,Sakura Wars the Animation,TV,12.0,Finished Airing,2020,SANZIGEN,Game,Adventure,Mecha,Shounen,23.0,PG-13 - Teens 13 or older,5.781,4440.0
1308,Boruto: Naruto Next Generations,Boruto Naruto Next Generations,TV,13.272892459235882,Currently Airing,2017,Pierrot,Manga,Action,Martial Arts,Shounen,23.0,PG-13 - Teens 13 or older,5.781,386342.0
1309,Magma Taishi,Ambassador Magma,OVA,13.0,Finished Airing,1993,Tezuka Productions,Manga,Action,Space,Shounen,24.0,PG-13 - Teens 13 or older,5.751,261.0
1310,Taboo Tattoo,Taboo Tattoo,TV,12.0,Finished Airing,2016,J.C.Staff,Manga,Action,Martial Arts,Seinen,24.0,R - 17+ (violence & profanity),5.751,119015.0
1311,Dokyuu Hentai HxEros,SUPER HXEROS,TV,12.0,Finished Airing,2020,Project No.9,Manga,Action,School,Shounen,23.0,R+ - Mild Nudity,5.751,48372.0
1312,Zannen Onna Kanbu Black General-san,Precarious Woman Executive Miss Black General,ONA,10.0,Finished Airing,2017,Oddjob,Manga,Comedy,Super Power,Shounen,3.0,PG-13 - Teens 13 or older,5.721,303.0
1313,Hei Mao Jing Zhang (1992),Black Cat Detective,TV,12.0,Finished Airing,1992,Shanghai Animation Film Studio,Original,Action,Detective,Kids,7.0,PG - Children,5.721,119.0
1314,Aoi Sekai no Chuushin de,World War Blue,Special,3.0,Finished Airing,2012,Fifth Avenue,Manga,Action,Parody,Shounen,23.0,R+ - Mild Nudity,5.701,21571.0
1315,Kagaku na Yatsura,Those Science Freaks,OVA,1.0,Finished Airing,2013,Hoods Entertainment,Manga,Comedy,School,Seinen,25.0,R+ - Mild Nudity,5.691,10909.0
1316,Shuten Douji,Shuten Doji - The Star Hand Kid,OVA,4.0,Finished Airing,1989,Studio Signal,Manga,Horror,Historical,Shounen,50.0,R+ - Mild Nudity,5.681,939.0
1317,Gamba: Gamba to Nakama-tachi,Air Bound,Movie,1.0,Finished Airing,2015,Shirogumi,Novel,Adventure,Anthropomorphic,Kids,94.0,PG - Children,5.661,196.0
1318,Deimos no Hanayome: Ran no Kumikyoku,Bride of Deimos,OVA,1.0,Finished Airing,1988,Madhouse,Manga,Drama,Mythology,Shoujo,32.0,R - 17+ (violence & profanity),5.641,1970.0
1319,Handsome Girl,Handsome Girl,OVA,1.0,Finished Airing,1992,J.C.Staff,Manga,Romance,Showbiz,Shoujo,36.0,PG-13 - Teens 13 or older,5.641,1604.0
1320,Koroshiya 1 The Animation: Episode 0,Ichi The Killer Episode 0,OVA,1.0,Finished Airing,2002,AIC,Manga,Action,Martial Arts,Seinen,45.0,R+ - Mild Nudity,5.631,4655.0
1321,Hakyuu Houshin Engi: Kou-ke no Chi,Hakyu Hoshin Engi The Blood of the Koh Family,Special,1.0,Finished Airing,2018,C-Station,Manga,Adventure,Mythology,Shounen,25.0,PG-13 - Teens 13 or older,5.621,387.0
1322,Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,Black Lion,OVA,1.0,Finished Airing,1992,"Tokyo Kids, Minami Machi Bugyousho",Manga,Action,Historical,Shounen,42.0,R - 17+ (violence & profanity),5.581,1766.0
1323,Variable Geo,Variable Geo,OVA,3.0,Finished Airing,1996,Chaos Project,Game,Action,Martial Arts,Shounen,27.0,R+ - Mild Nudity,5.561,1688.0
1324,Hei Mao Jing Zhang,Black Cat Detective,TV,5.0,Finished Airing,1984,Shanghai Animation Film Studio,Original,Action,Detective,Kids,18.0,PG - Children,5.551,223.0
1325,Shounen to Sakura,The Cherry Tree,Movie,1.0,Finished Airing,1983,Toei Animation,Picture book,Drama,Historical,Kids,25.0,G - All Ages,5.551,247.0
1326,A-Girl,A-Girl,OVA,1.0,Finished Airing,1993,Madhouse,Manga,Romance,Music,Shoujo,31.0,PG-13 - Teens 13 or older,5.541,1293.0
1327,Hatsukoi Monster,First Love Monster,TV,12.0,Finished Airing,2016,Studio Deen,Manga,Comedy,School,Shoujo,24.0,PG-13 - Teens 13 or older,5.501,38774.0
1328,Taneyamagahara no Yoru,The Night of Taneyamagahara,Movie,1.0,Finished Airing,2006,Studio Ghibli,Other,Fantasy,Psychological,Kids,27.0,PG - Children,5.501,1503.0
1329,Cap Kakumei Bottleman,Cap Revolution Bottleman,ONA,25.0,Finished Airing,2020,Gaina,Game,Action,Strategy Game,Kids,5.0,G - All Ages,5.481,202.0
1330,Hoshi no Samidare,Lucifer and the Biscuit Hammer,TV,24.0,Currently Airing,2022,NAZ,Manga,Action,Psychological,Seinen,24.0,PG-13 - Teens 13 or older,5.471,6508.0
1331,The Gakuen Choujo-tai,The Chohjotai,OVA,1.0,Finished Airing,1991,Magic Bus,Novel,Action,Mythology,Shoujo,45.0,R+ - Mild Nudity,5.461,230.0
1332,Super Backkom,Super Bernard,Special,1.0,Finished Airing,2008,RG Animation Studios,Original,Comedy,Super Power,Kids,7.0,G - All Ages,5.401,206.0
1333,Al Caral no Isan,Legacy of Aru Kararu,OVA,1.0,Finished Airing,1993,animate Film,Manga,Sci-Fi,Space,Seinen,75.0,R+ - Mild Nudity,5.371,358.0
1334,Hakyuu Houshin Engi,Hakyu Hoshin Engi,TV,23.0,Finished Airing,2018,C-Station,Manga,Adventure,Mythology,Shounen,23.0,PG-13 - Teens 13 or older,5.371,5169.0
1335,Yakusoku no Neverland 2nd Season,The Promised Neverland Season 2,TV,11.0,Finished Airing,2021,CloverWorks,Manga,Sci-Fi,Psychological,Shounen,22.0,R - 17+ (violence & profanity),5.341,410308.0
1336,Katte ni Shirokuma,"Whatever, White Bear",OVA,1.0,Finished Airing,1987,AIC,Manga,Comedy,Anthropomorphic,Seinen,32.0,R+ - Mild Nudity,5.271,261.0
1337,Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,Government Crime Investigation Agent Zaizen Jotaro,TV,11.0,Finished Airing,2006,Trans Arts,Manga,Action,Detective,Seinen,24.0,R - 17+ (violence & profanity),5.241,306.0
1338,Hakyuu Houshin Engi Recap,Hakyu Hoshin Engi Recap,Special,1.0,Finished Airing,2018,C-Station,Manga,Adventure,Mythology,Shounen,23.0,PG-13 - Teens 13 or older,5.161,409.0
1339,Wild 7 Another Bouryaku Unga,Wild 7 Another,TV,13.0,Finished Airing,2002,E&G Films,Manga,Action,Detective,Shounen,22.0,R+ - Mild Nudity,5.161,251.0
1340,Oshiri Tantei: Puputto Fumutto Kaiketsu Dance,Butt Detective A Wind-Breaking Victory Dance,Music,1.0,Finished Airing,2017,Toei Animation,Picture book,Comedy,Music,Kids,2.0,PG - Children,5.151,191.0
1341,Genma Taisen,Harmagedon,Movie,1.0,Finished Airing,1983,Madhouse,Manga,Action,Mecha,Shounen,131.0,R - 17+ (violence & profanity),5.131,1847.0
1342,Hantsu x Trash,Sexy and Stupid Water Polo Comedy!!,OVA,3.0,Finished Airing,2015,Hoods Entertainment,Manga,Comedy,School,Seinen,12.0,R+ - Mild Nudity,5.131,9298.0
1343,Ano Ko ni 1000%,That Girl is 1000%,OVA,1.0,Finished Airing,1989,Visual 80,Manga,Romance,School,Shoujo,10.0,PG-13 - Teens 13 or older,5.101,1203.0
1344,Choujin Gakuen Gowcaizer: The Voltage Fighters,Voltage Fighter Gowcaizer,OVA,3.0,Finished Airing,1996,J.C.Staff,Game,Action,Martial Arts,Shounen,30.0,R+ - Mild Nudity,5.001,1407.0
1345,Princess Army: Wedding★Combat,Princess Army Wedding Combat,OVA,2.0,Finished Airing,1992,J.C.Staff,Manga,Action,Martial Arts,Shoujo,26.0,PG-13 - Teens 13 or older,4.981,422.0
1346,Shoot! Goal to the Future,Shoot! Goal to the Future,TV,13.0,Currently Airing,2022,"Magic Bus, EMT Squared",Original,Sports,Team Sports,Shounen,23.0,PG-13 - Teens 13 or older,4.781,2011.0
1347,Yakusoku no Neverland 2nd Season: Michishirube,The Promised Neverland Season 2 Guidepost,Special,1.0,Finished Airing,2021,CloverWorks,Manga,Mystery,Psychological,Shounen,23.0,R - 17+ (violence & profanity),4.681,22572.0
1348,Yami no Purple Eye,Purple Eyes in the Dark,Music,1.0,Finished Airing,1987,J.C.Staff,Manga,Horror,Music,Shoujo,31.0,PG-13 - Teens 13 or older,4.561,786.0
1349,Soujuu Senshi Psychic Wars,Psychic Wars,OVA,1.0,Finished Airing,1991,Toei Animation,Novel,Action,Mythology,Seinen,54.0,R+ - Mild Nudity,3.091,2086.0
1350,Little Charo 4: Eigo de Aruku New York,Little Charo 4 New York Again,TV,36.0,Finished Airing,2013,Spooky graphic,Original,Adventure,Educational,Kids,5.0,G - All Ages,6.421724488394452,26507.173808542782
